pair,df,p,idk
SUSHIUSDTM-NFTUSDTM,-2.2978612689586604,0.17265868270241308,10
SUSHIUSDTM-C98USDTM,-2.4997669190890073,0.11553104616142029,6
SUSHIUSDTM-SHIBUSDTM,-1.8601865977335963,0.35101599883220536,8
SUSHIUSDTM-ALGOUSDTM,-1.4139781688587487,0.575556766729092,8
SUSHIUSDTM-SOLUSDTM,-1.4543004147043577,0.5559851200341114,8
SXPUSDTM-ROSEUSDTM,-2.987202251206027,0.03610695684710105,6
SXPUSDTM-WAXPUSDTM,-1.960154429697313,0.3043124852338376,3
SXPUSDTM-API3USDTM,-2.4943453029334037,0.11685624299544012,11
SXPUSDTM-BATUSDTM,-0.583969712864087,0.8745632299344825,6
SXPUSDTM-RNDRUSDTM,-3.060625128713958,0.029607685633400747,7
SXPUSDTM-DYDXUSDTM,-2.0095028671488593,0.2824220301484708,4
SXPUSDTM-AXSUSDTM,0.3615126709044432,0.9799971749125406,7
SXPUSDTM-BSVUSDTM,-2.122771063496691,0.23545736148127044,4
SXPUSDTM-CRVUSDTM,-2.2063832880995156,0.20393685437079034,12
SXPUSDTM-COMPUSDTM,-0.7704840756336013,0.8276387930541234,4
SXPUSDTM-XTZUSDTM,-1.8341731616540724,0.3636324472365565,4
SXPUSDTM-KNCUSDTM,-0.5265745014860123,0.886725508655545,8
SXPUSDTM-HBARUSDTM,-1.771448319385734,0.3947260802112254,7
SXPUSDTM-THETAUSDTM,-2.281180081891334,0.1781096258182766,4
SXPUSDTM-XMRUSDTM,-1.105398447905113,0.7129142718540633,7
SXPUSDTM-OCEANUSDTM,-1.3526325255254585,0.6047624510182545,4
SXPUSDTM-DASHUSDTM,-1.1149324852845521,0.7090804151268377,6
SXPUSDTM-MIRUSDTM,-1.2009146234710144,0.6732021403028745,12
SXPUSDTM-CHRUSDTM,-2.815593060905997,0.05608070010969321,9
SXPUSDTM-GRTUSDTM,-1.314378479668558,0.6225687384507264,7
SXPUSDTM-LINKUSDTM,-1.4520614974640147,0.5570786758030097,4
SXPUSDTM-DOGEUSDTM,-2.0738170219863044,0.25517238330257647,9
SXPUSDTM-XLMUSDTM,-1.9001724843597008,0.33197997298358856,4
SXPUSDTM-NEOUSDTM,-2.0173659505883887,0.2790110252009943,4
SXPUSDTM-UNIUSDTM,-2.3756518510741826,0.14872673584139978,4
SXPUSDTM-XEMUSDTM,-1.725056976659003,0.4182507956641961,4
SXPUSDTM-ETCUSDTM,-0.29849715624794204,0.9257169103323262,10
SXPUSDTM-CELOUSDTM,-2.8584699078848934,0.05039491266795091,8
SXPUSDTM-SOSUSDTM,-2.2748052326494737,0.18022256676769494,6
SXPUSDTM-SANDUSDTM,-1.7198242327870057,0.4209284644846795,4
SXPUSDTM-IOSTUSDTM,-2.174905338944137,0.2154790948374785,4
SXPUSDTM-KSMUSDTM,-1.9052310681483537,0.32960426700042567,7
SXPUSDTM-YFIUSDTM,-1.1492563593279204,0.695034951580235,8
SXPUSDTM-ENJUSDTM,-2.0737256671615545,0.2552100194499738,14
SXPUSDTM-NEARUSDTM,-2.3137276486428906,0.16757874827518826,4
SXPUSDTM-MATICUSDTM,-1.7916867769251086,0.384596719064896,4
SXPUSDTM-IMXUSDTM,-1.390674176409376,0.5867387794772652,11
SXPUSDTM-OMGUSDTM,-1.9478115003047596,0.30991386619221106,6
SXPUSDTM-NFTUSDTM,-2.2112634380471654,0.20218290616800677,7
SXPUSDTM-C98USDTM,-2.737132425734356,0.06783018017586986,7
SXPUSDTM-SHIBUSDTM,-1.6419756940444192,0.46122862262401026,14
SXPUSDTM-ALGOUSDTM,-2.1286801876888144,0.2331396009793157,4
SXPUSDTM-SOLUSDTM,-1.8785860645835228,0.3422009767216302,12
ROSEUSDTM-WAXPUSDTM,-1.5512361117781432,0.5080306838284719,3
ROSEUSDTM-API3USDTM,-1.6012493350482515,0.48296585679737636,8
ROSEUSDTM-BATUSDTM,-0.9841182818405863,0.7590126314493921,9
ROSEUSDTM-RNDRUSDTM,-1.919320563782932,0.32302740249409373,8
ROSEUSDTM-DYDXUSDTM,-1.5118638303665863,0.5276345212787947,6
ROSEUSDTM-AXSUSDTM,-0.23355747562658571,0.9344016487285923,14
ROSEUSDTM-BSVUSDTM,-1.647781705775071,0.4581975863125479,10
ROSEUSDTM-CRVUSDTM,-1.4193364102120458,0.5729717007921581,8
ROSEUSDTM-COMPUSDTM,-0.5885973348459763,0.8735378015109017,4
ROSEUSDTM-XTZUSDTM,-1.6828853198197187,0.43995134547405323,4
ROSEUSDTM-KNCUSDTM,-0.9511659218210661,0.7706563838394669,9
ROSEUSDTM-HBARUSDTM,-0.9874478633947263,0.7578148298054717,6
ROSEUSDTM-THETAUSDTM,-1.2266165637379354,0.6620424371917355,8
ROSEUSDTM-XMRUSDTM,-0.6051266586570355,0.8698193990526413,4
ROSEUSDTM-OCEANUSDTM,-1.6661192554199342,0.44864792088920197,7
ROSEUSDTM-DASHUSDTM,-1.3566357595080385,0.6028800286249686,6
ROSEUSDTM-MIRUSDTM,-0.6261981167965085,0.8649517711731551,12
ROSEUSDTM-CHRUSDTM,-3.0789133395616286,0.028153565094492194,7
ROSEUSDTM-GRTUSDTM,-1.1538360756218504,0.6931325942756443,8
ROSEUSDTM-LINKUSDTM,-1.1922327120119052,0.6769280462653822,8
ROSEUSDTM-DOGEUSDTM,-1.5760739388849807,0.4956002128230295,8
ROSEUSDTM-XLMUSDTM,-1.883296933906709,0.33995909432012167,4
ROSEUSDTM-NEOUSDTM,-2.612654795449032,0.09040988348619061,8
ROSEUSDTM-UNIUSDTM,-1.975447296137612,0.29744126516667335,8
ROSEUSDTM-XEMUSDTM,-1.5755171616947503,0.49587928314456464,4
ROSEUSDTM-ETCUSDTM,-0.4752943037351048,0.8967481477721095,12
ROSEUSDTM-CELOUSDTM,-2.387853978420265,0.1451939199655783,6
ROSEUSDTM-SOSUSDTM,-1.740265778844615,0.4104947746848843,11
ROSEUSDTM-SANDUSDTM,-1.1697340924647,0.6864779962572711,6
ROSEUSDTM-IOSTUSDTM,-1.7630821859883261,0.3989381866284707,4
ROSEUSDTM-KSMUSDTM,-2.1115792082616447,0.23988410704942797,8
ROSEUSDTM-YFIUSDTM,-0.7298316123636313,0.8388704380619862,4
ROSEUSDTM-ENJUSDTM,-1.8555500484933787,0.35325178176017563,6
ROSEUSDTM-NEARUSDTM,-2.476695428967632,0.12124802796342449,8
ROSEUSDTM-MATICUSDTM,-0.934448481568063,0.7764165121983706,6
ROSEUSDTM-IMXUSDTM,-1.196896683947204,0.674929253378932,14
ROSEUSDTM-OMGUSDTM,-2.317587033104717,0.16635852374334514,8
ROSEUSDTM-NFTUSDTM,-1.4843173597054604,0.5412545614751009,4
ROSEUSDTM-C98USDTM,-2.431628839761817,0.13300763922450481,9
ROSEUSDTM-SHIBUSDTM,-0.616488835106128,0.8672125287825576,8
ROSEUSDTM-ALGOUSDTM,-2.3545718066006036,0.15497064543537248,9
ROSEUSDTM-SOLUSDTM,-1.5641704930193205,0.5015625247823617,8
WAXPUSDTM-API3USDTM,-3.4734838668816583,0.008694777703038909,12
WAXPUSDTM-BATUSDTM,-2.128354924806894,0.23326682863348364,4
WAXPUSDTM-RNDRUSDTM,-1.856263050419381,0.3529075944385506,12
WAXPUSDTM-DYDXUSDTM,-2.3171581200316913,0.16649383537688128,3
WAXPUSDTM-AXSUSDTM,2.8494190720280956,1.0,18
WAXPUSDTM-BSVUSDTM,-1.6490157786292803,0.4575537758785008,2
WAXPUSDTM-CRVUSDTM,-1.8370153833351437,0.36224552109806907,2
WAXPUSDTM-COMPUSDTM,-1.335545674498344,0.6127573635711164,11
WAXPUSDTM-XTZUSDTM,-2.2704361257996633,0.1816802269446191,4
WAXPUSDTM-KNCUSDTM,-1.800351366057469,0.3802872640701471,8
WAXPUSDTM-HBARUSDTM,-2.287848195189817,0.17591712723211161,3
WAXPUSDTM-THETAUSDTM,-2.827603486735449,0.054437702526739615,3
WAXPUSDTM-XMRUSDTM,-1.9022619351427832,0.3309977743867072,4
WAXPUSDTM-OCEANUSDTM,-1.178338134789204,0.6828440052373952,8
WAXPUSDTM-DASHUSDTM,-0.8700723115413722,0.7976682334894019,4
WAXPUSDTM-MIRUSDTM,-0.8068429159604935,0.8171037441234177,14
WAXPUSDTM-CHRUSDTM,-2.1822372138263777,0.21275536861486166,9
WAXPUSDTM-GRTUSDTM,-2.4932894690162715,0.11711561873667331,6
WAXPUSDTM-LINKUSDTM,-2.761594319654289,0.06397261067174241,3
WAXPUSDTM-DOGEUSDTM,-2.7452146375978566,0.06653559499389772,6
WAXPUSDTM-XLMUSDTM,-2.524212569291029,0.10969373409872729,3
WAXPUSDTM-NEOUSDTM,-1.562385555417496,0.5024558168333039,3
WAXPUSDTM-UNIUSDTM,-1.9725645958907831,0.29873058398358177,5
WAXPUSDTM-XEMUSDTM,-2.411896431468141,0.1384068425511426,3
WAXPUSDTM-ETCUSDTM,-0.4165838212449762,0.9072928337358821,18
WAXPUSDTM-CELOUSDTM,-2.300920685368285,0.17167120410345382,8
WAXPUSDTM-SOSUSDTM,-3.22172755155515,0.01876095158816722,3
WAXPUSDTM-SANDUSDTM,-1.8610727098090698,0.35058936114088357,4
WAXPUSDTM-IOSTUSDTM,-2.1644683852265234,0.2193931075900471,3
WAXPUSDTM-KSMUSDTM,-1.4906399601024425,0.53813643083218,6
WAXPUSDTM-YFIUSDTM,-1.9064383791005437,0.3290383823458272,3
WAXPUSDTM-ENJUSDTM,-1.5748667397017273,0.4962052685000273,2
WAXPUSDTM-NEARUSDTM,-3.1967260716563293,0.02017497089134532,12
WAXPUSDTM-MATICUSDTM,-3.1375061555299477,0.023899225652179085,3
WAXPUSDTM-IMXUSDTM,-1.0993712251109076,0.7153225881776344,9
WAXPUSDTM-OMGUSDTM,-1.4571537543256254,0.5545903725611806,4
WAXPUSDTM-NFTUSDTM,-3.0719010860788916,0.028703733814782632,3
WAXPUSDTM-C98USDTM,-2.212565600779356,0.20171651939765245,5
WAXPUSDTM-SHIBUSDTM,-3.091969548968306,0.027153213977263037,3
WAXPUSDTM-ALGOUSDTM,-1.0136126082881753,0.7482670927815605,14
WAXPUSDTM-SOLUSDTM,-2.3235284181175753,0.16449182806460466,3
API3USDTM-BATUSDTM,-2.9479357094419814,0.04005096990799337,9
API3USDTM-RNDRUSDTM,-2.7473790964387437,0.066192275066583,6
API3USDTM-DYDXUSDTM,-2.9841863123746126,0.03639782358273449,6
API3USDTM-AXSUSDTM,0.4638413806316161,0.9837316449878594,10
API3USDTM-BSVUSDTM,-2.443490147518262,0.12983585091988725,5
API3USDTM-CRVUSDTM,-2.573404184886229,0.09861960420874966,6
API3USDTM-COMPUSDTM,-2.7765547678454987,0.061701580498638914,6
API3USDTM-XTZUSDTM,-2.98817760590692,0.036013310654235214,9
API3USDTM-KNCUSDTM,-3.252692722932893,0.017130163591014547,14
API3USDTM-HBARUSDTM,-3.6035452832362984,0.005693610146186621,6
API3USDTM-THETAUSDTM,-2.6288561057996254,0.08717873891254885,6
API3USDTM-XMRUSDTM,-3.6101814714647444,0.00556933672344613,9
API3USDTM-OCEANUSDTM,-1.6452078493760454,0.45954085585596804,11
API3USDTM-DASHUSDTM,-1.25527967167889,0.6493756895114203,6
API3USDTM-MIRUSDTM,-1.439475758183165,0.563211556958985,14
API3USDTM-CHRUSDTM,-2.2432178404104355,0.1909352750785293,5
API3USDTM-GRTUSDTM,-3.17187091805812,0.021671736815814118,6
API3USDTM-LINKUSDTM,-3.132282344304545,0.024254573337437694,6
API3USDTM-DOGEUSDTM,-2.68970460786734,0.07583682828453903,6
API3USDTM-XLMUSDTM,-2.7164519032740215,0.07123438175416519,9
API3USDTM-NEOUSDTM,-2.0647798802342163,0.2589104964705734,6
API3USDTM-UNIUSDTM,-2.3054417747416425,0.17021889718213973,6
API3USDTM-XEMUSDTM,-2.9417242826245245,0.040706737658813566,6
API3USDTM-ETCUSDTM,-0.5751945383955064,0.876489114990636,10
API3USDTM-CELOUSDTM,-2.175084626550026,0.2154122364078025,8
API3USDTM-SOSUSDTM,-2.0889594420758923,0.24897717726322477,10
API3USDTM-SANDUSDTM,-2.4538019866766407,0.12712310074697353,6
API3USDTM-IOSTUSDTM,-2.7960763193658784,0.05883642741164797,6
API3USDTM-KSMUSDTM,-2.1871071289812116,0.2109580582251902,17
API3USDTM-YFIUSDTM,-3.490679191854862,0.008229723811831749,18
API3USDTM-ENJUSDTM,-2.2852248670977877,0.17677753370791305,6
API3USDTM-NEARUSDTM,-2.8528261036071996,0.05111512184857075,5
API3USDTM-MATICUSDTM,-3.0232570554395912,0.03277882929415476,6
API3USDTM-IMXUSDTM,-1.0810916005218911,0.7225531561975557,11
API3USDTM-OMGUSDTM,-1.6141061224043511,0.475820552501233,6
API3USDTM-NFTUSDTM,-3.4309532098553746,0.009947863306456925,5
API3USDTM-C98USDTM,-2.6379452849839584,0.08540556606361938,13
API3USDTM-SHIBUSDTM,-4.159377196772935,0.0007713612349531657,10
API3USDTM-ALGOUSDTM,-1.8804059936017177,0.34133414170421256,9
API3USDTM-SOLUSDTM,-2.489162161851263,0.11813360622277563,6
BATUSDTM-RNDRUSDTM,-1.4388841812099291,0.5634992102769827,12
BATUSDTM-DYDXUSDTM,-1.5161100822528752,0.5255273931900754,8
BATUSDTM-AXSUSDTM,1.022658554735542,0.9944993616718563,13
BATUSDTM-BSVUSDTM,-1.3225745007592196,0.6187822201164216,5
BATUSDTM-CRVUSDTM,-1.5728190225137029,0.4972314075507551,13
BATUSDTM-COMPUSDTM,-2.289153754729065,0.17548996688748292,9
BATUSDTM-XTZUSDTM,-1.4803001473684758,0.543233094571132,8
BATUSDTM-KNCUSDTM,-1.7838459205542112,0.3885107232707077,8
BATUSDTM-HBARUSDTM,-2.700267418214209,0.07399200544025089,6
BATUSDTM-THETAUSDTM,-1.75090222184288,0.4050951287699136,13
BATUSDTM-XMRUSDTM,-2.6814495641774427,0.07730368042358962,8
BATUSDTM-OCEANUSDTM,-0.8728567540670327,0.7967796284616295,11
BATUSDTM-DASHUSDTM,-0.3861048895679637,0.9123930407875007,7
BATUSDTM-MIRUSDTM,-2.7435759158039343,0.06679647061696171,19
BATUSDTM-CHRUSDTM,-0.6109086806726509,0.8684980110645263,12
BATUSDTM-GRTUSDTM,-3.245917869926011,0.017475946325631316,7
BATUSDTM-LINKUSDTM,-1.7089532842859956,0.4265054796569808,10
BATUSDTM-DOGEUSDTM,-1.9255908216121158,0.320119784936409,19
BATUSDTM-XLMUSDTM,-1.3949085005287574,0.5847145985887767,8
BATUSDTM-NEOUSDTM,-0.6821536261856997,0.8513181560347969,8
BATUSDTM-UNIUSDTM,-0.5608514524524467,0.8795849291758325,8
BATUSDTM-XEMUSDTM,-1.8030805984521108,0.3789333381489541,5
BATUSDTM-ETCUSDTM,0.029562153226105847,0.9609096366452362,10
BATUSDTM-CELOUSDTM,-1.8101266174677286,0.37544582556566863,10
BATUSDTM-SOSUSDTM,-1.9703460884592259,0.2997247124149843,7
BATUSDTM-SANDUSDTM,-1.9832129472689064,0.293981793746695,10
BATUSDTM-IOSTUSDTM,-1.1514401885217007,0.6941286373227096,8
BATUSDTM-KSMUSDTM,-0.4552493230495849,0.9004574483307362,9
BATUSDTM-YFIUSDTM,-2.2547301520363585,0.18698411562255873,5
BATUSDTM-ENJUSDTM,-1.1396778174371536,0.6989923829637931,10
BATUSDTM-NEARUSDTM,-1.2140831042002285,0.6675083659771107,8
BATUSDTM-MATICUSDTM,-2.193465466524541,0.2086256584123008,13
BATUSDTM-IMXUSDTM,-1.0226774909638288,0.7449036169247596,11
BATUSDTM-OMGUSDTM,-0.5425290885702032,0.8834466663512698,4
BATUSDTM-NFTUSDTM,-2.6798931803517374,0.07758272057244225,8
BATUSDTM-C98USDTM,-0.899895011488934,0.7880069899290945,9
BATUSDTM-SHIBUSDTM,-2.574110795740933,0.09846695761649982,12
BATUSDTM-ALGOUSDTM,-0.5037167746585832,0.8912891497770872,10
BATUSDTM-SOLUSDTM,-1.048337798635721,0.7352287189744944,9
RNDRUSDTM-DYDXUSDTM,-2.678682219851069,0.0778003778061736,6
RNDRUSDTM-AXSUSDTM,1.100850308643737,0.9952238730709894,6
RNDRUSDTM-BSVUSDTM,-3.504073638867785,0.007883088650381134,5
RNDRUSDTM-CRVUSDTM,-2.459377973143034,0.12567346181628075,8
RNDRUSDTM-COMPUSDTM,-1.444871370001611,0.5605853730535816,8
RNDRUSDTM-XTZUSDTM,-2.9548141782411106,0.03933511579257532,8
RNDRUSDTM-KNCUSDTM,-1.3940447744423234,0.585127775050215,8
RNDRUSDTM-HBARUSDTM,-1.8310135441143485,0.3651766262158216,8
RNDRUSDTM-THETAUSDTM,-2.3810203446921028,0.14716508427547925,8
RNDRUSDTM-XMRUSDTM,-1.4665837085128026,0.5499724174513867,8
RNDRUSDTM-OCEANUSDTM,-1.5686893322124125,0.49930010105261785,7
RNDRUSDTM-DASHUSDTM,-1.0599376128546116,0.7307811668245683,6
RNDRUSDTM-MIRUSDTM,-1.325412835682539,0.6174672161063738,9
RNDRUSDTM-CHRUSDTM,-2.156343386352879,0.22246990017040552,8
RNDRUSDTM-GRTUSDTM,-1.8863203975957872,0.3385235382639416,7
RNDRUSDTM-LINKUSDTM,-2.5983027269236545,0.09334856691892018,8
RNDRUSDTM-DOGEUSDTM,-1.81282478607221,0.37411338858174725,8
RNDRUSDTM-XLMUSDTM,-3.0294733305744854,0.032232138716838124,6
RNDRUSDTM-NEOUSDTM,-2.9731483395495264,0.03747924006308712,13
RNDRUSDTM-UNIUSDTM,-1.8716620716692216,0.34550731160001547,8
RNDRUSDTM-XEMUSDTM,-2.5475614511277733,0.1043266567075718,4
RNDRUSDTM-ETCUSDTM,-0.07210755082828407,0.9521468311831405,12
RNDRUSDTM-CELOUSDTM,-2.202345744542189,0.20539518878411284,10
RNDRUSDTM-SOSUSDTM,-1.891723534214118,0.3359645825824574,6
RNDRUSDTM-SANDUSDTM,-1.7915292040230517,0.3846752444825057,6
RNDRUSDTM-IOSTUSDTM,-3.1708689498212475,0.021734043202620644,8
RNDRUSDTM-KSMUSDTM,-1.9736046916604324,0.29826507155187076,6
RNDRUSDTM-YFIUSDTM,-1.7035804095817928,0.4292686927249776,8
RNDRUSDTM-ENJUSDTM,-1.4749294398902384,0.5458749341344418,10
RNDRUSDTM-NEARUSDTM,-2.2558367653432647,0.18660713991205924,8
RNDRUSDTM-MATICUSDTM,-1.845829644718702,0.35795743023023946,8
RNDRUSDTM-IMXUSDTM,-1.334462797440321,0.6132618257015221,9
RNDRUSDTM-OMGUSDTM,-2.2251174126535678,0.19725589551754485,6
RNDRUSDTM-NFTUSDTM,-2.0936171610747505,0.24708890689873647,8
RNDRUSDTM-C98USDTM,-2.9874040219040428,0.03608756753353298,7
RNDRUSDTM-SHIBUSDTM,-1.691036301593513,0.4357366610402396,8
RNDRUSDTM-ALGOUSDTM,-1.2838933947597793,0.6365085141925924,8
RNDRUSDTM-SOLUSDTM,-1.3756004626291463,0.5939160669865235,8
DYDXUSDTM-AXSUSDTM,0.8817301339634933,0.9928472071263664,19
DYDXUSDTM-BSVUSDTM,-1.8436132361099593,0.35903383141490575,5
DYDXUSDTM-CRVUSDTM,-2.3790655502743814,0.1477323818673904,5
DYDXUSDTM-COMPUSDTM,-1.9954085111981616,0.2885899288281801,4
DYDXUSDTM-XTZUSDTM,-2.5631651708095835,0.1008517301878542,5
DYDXUSDTM-KNCUSDTM,-1.5774368728336037,0.494917004568,8
DYDXUSDTM-HBARUSDTM,-2.0083676121296805,0.28291628793882395,4
DYDXUSDTM-THETAUSDTM,-2.157955752464619,0.22185725647458565,5
DYDXUSDTM-XMRUSDTM,-1.8868065037078459,0.3382929745885495,4
DYDXUSDTM-OCEANUSDTM,-1.094160221551771,0.7173951137035226,7
DYDXUSDTM-DASHUSDTM,-0.9300306945122961,0.7779221060014446,4
DYDXUSDTM-MIRUSDTM,-1.2118434523239086,0.6684803202411062,12
DYDXUSDTM-CHRUSDTM,-1.6243774979419214,0.47043509949460244,6
DYDXUSDTM-GRTUSDTM,-1.9058990980423927,0.3292910981168178,6
DYDXUSDTM-LINKUSDTM,-2.322019286360895,0.16496462035763093,5
DYDXUSDTM-DOGEUSDTM,-1.8810009953595452,0.3410509428281945,4
DYDXUSDTM-XLMUSDTM,-2.0451194232378036,0.26714669188678614,4
DYDXUSDTM-NEOUSDTM,-1.6925751252442442,0.4349419988794315,8
DYDXUSDTM-UNIUSDTM,-2.1935176625916526,0.20860657836759133,5
DYDXUSDTM-XEMUSDTM,-2.074043496265911,0.25507909436034293,4
DYDXUSDTM-ETCUSDTM,-0.5315038869524337,0.8857207316304037,5
DYDXUSDTM-CELOUSDTM,-2.0174911382389427,0.2789568941144339,19
DYDXUSDTM-SOSUSDTM,-2.2943542299473547,0.17379531072248805,4
DYDXUSDTM-SANDUSDTM,-2.147289170578238,0.22592917009722963,5
DYDXUSDTM-IOSTUSDTM,-2.3972380538276297,0.14251746552938654,4
DYDXUSDTM-KSMUSDTM,-1.4821020002160734,0.5423459153032743,4
DYDXUSDTM-YFIUSDTM,-2.747795077043502,0.06612645623001334,4
DYDXUSDTM-ENJUSDTM,-1.865083658132965,0.3486608451118792,6
DYDXUSDTM-NEARUSDTM,-1.9620271441108579,0.3034669322378826,6
DYDXUSDTM-MATICUSDTM,-2.397644743777053,0.1424022661293773,4
DYDXUSDTM-IMXUSDTM,-1.0401300065998782,0.7383479754073494,11
DYDXUSDTM-OMGUSDTM,-1.1668785988792647,0.6876790182943526,12
DYDXUSDTM-NFTUSDTM,-2.004424703046334,0.2846363974854248,4
DYDXUSDTM-C98USDTM,-2.2068240113243873,0.20377806377112911,7
DYDXUSDTM-SHIBUSDTM,-2.393081350420227,0.14369867593821317,4
DYDXUSDTM-ALGOUSDTM,-1.4496429703912919,0.5582591041040281,4
DYDXUSDTM-SOLUSDTM,-2.238944391092072,0.1924156185338699,5
AXSUSDTM-BSVUSDTM,0.6605294126680226,0.9890163371258536,14
AXSUSDTM-CRVUSDTM,0.526028783773411,0.9856431135467915,19
AXSUSDTM-COMPUSDTM,1.544403166630082,0.9976808132692487,19
AXSUSDTM-XTZUSDTM,1.3310868630411956,0.9967774457974793,19
AXSUSDTM-KNCUSDTM,0.6759843622321138,0.9893462066457833,19
AXSUSDTM-HBARUSDTM,0.7137730273141486,0.990108763754452,19
AXSUSDTM-THETAUSDTM,1.2894289537740578,0.9965490871030716,19
AXSUSDTM-XMRUSDTM,2.0760217376551893,0.998763946825326,19
AXSUSDTM-OCEANUSDTM,-0.4062683834905933,0.9090469092097313,7
AXSUSDTM-DASHUSDTM,-0.9609228299939138,0.7672487531121568,19
AXSUSDTM-MIRUSDTM,1.3096968225734522,0.9966626810247202,13
AXSUSDTM-CHRUSDTM,0.3871843872106224,0.9810093064260869,10
AXSUSDTM-GRTUSDTM,0.5746363078802655,0.9869734835904712,13
AXSUSDTM-LINKUSDTM,0.8189391482786466,0.9919358114323006,19
AXSUSDTM-DOGEUSDTM,2.6825775789039117,0.9990859004983856,19
AXSUSDTM-XLMUSDTM,0.28792773611885564,0.9767837881678729,19
AXSUSDTM-NEOUSDTM,-0.2697651535181455,0.9296786742730665,14
AXSUSDTM-UNIUSDTM,0.6686627416525702,0.9891912774234604,19
AXSUSDTM-XEMUSDTM,1.2228593080697132,0.9961400759070196,5
AXSUSDTM-ETCUSDTM,-1.1736567107473608,0.6848240544184557,18
AXSUSDTM-CELOUSDTM,-0.591122128473153,0.8729754698060472,6
AXSUSDTM-SOSUSDTM,-1.499229225126815,0.5338925957028,19
AXSUSDTM-SANDUSDTM,1.6483056461685384,0.9979954982941345,19
AXSUSDTM-IOSTUSDTM,0.2936054355092744,0.9770491980516623,19
AXSUSDTM-KSMUSDTM,-0.8558617219611458,0.8021602242709839,14
AXSUSDTM-YFIUSDTM,1.846721279434332,0.9984373155256423,19
AXSUSDTM-ENJUSDTM,3.2011828802194495,1.0,18
AXSUSDTM-NEARUSDTM,1.9771240435586683,0.998642478749962,19
AXSUSDTM-MATICUSDTM,1.6617985439091052,0.9980316266883146,19
AXSUSDTM-IMXUSDTM,-0.5724058167565941,0.8770960771322559,11
AXSUSDTM-OMGUSDTM,-0.3445170838552083,0.9189584578006993,13
AXSUSDTM-NFTUSDTM,1.6399438028847109,0.9979725979562764,19
AXSUSDTM-C98USDTM,-0.11815767703740904,0.947599656181897,7
AXSUSDTM-SHIBUSDTM,1.4750195924900744,0.997429665021262,19
AXSUSDTM-ALGOUSDTM,0.6058999558126886,0.9877601537120129,13
AXSUSDTM-SOLUSDTM,1.8200629653270919,0.9983879896201805,19
BSVUSDTM-CRVUSDTM,-1.939499018476849,0.31371363716140843,5
BSVUSDTM-COMPUSDTM,-1.0840264941703572,0.7213997377886587,10
BSVUSDTM-XTZUSDTM,-1.5881028099876395,0.4895670757164633,13
BSVUSDTM-KNCUSDTM,-1.5908610794577884,0.48818266795879633,5
BSVUSDTM-HBARUSDTM,-1.3921300751524228,0.5860431898353369,2
BSVUSDTM-THETAUSDTM,-2.0846591749938486,0.2507277976099436,4
BSVUSDTM-XMRUSDTM,-0.8305392282245443,0.8099864200309401,13
BSVUSDTM-OCEANUSDTM,-1.847206472146369,0.35728941073875414,11
BSVUSDTM-DASHUSDTM,-0.6218275439875413,0.8659732283515557,13
BSVUSDTM-MIRUSDTM,-1.1575865692560585,0.6915697926480495,12
BSVUSDTM-CHRUSDTM,-1.860209192686408,0.3510051173935397,11
BSVUSDTM-GRTUSDTM,-1.8475103806563837,0.35714202423625463,7
BSVUSDTM-LINKUSDTM,-2.3178249313751524,0.16628350476946963,5
BSVUSDTM-DOGEUSDTM,-1.62492611790914,0.4701476825728189,6
BSVUSDTM-XLMUSDTM,-2.3213412202494945,0.16517735039640435,4
BSVUSDTM-NEOUSDTM,-2.790791910822099,0.05960116393418844,3
BSVUSDTM-UNIUSDTM,-1.2557280043165928,0.649175763677835,11
BSVUSDTM-XEMUSDTM,-2.882263852928616,0.0474496857055586,3
BSVUSDTM-ETCUSDTM,0.08124639703987778,0.9647571268712805,12
BSVUSDTM-CELOUSDTM,-1.6801342446751304,0.4413758778142485,19
BSVUSDTM-SOSUSDTM,-1.8315386778709846,0.36491980886373004,4
BSVUSDTM-SANDUSDTM,-1.391683313010304,0.5862566844882059,10
BSVUSDTM-IOSTUSDTM,-2.414129084280387,0.13778822477421482,11
BSVUSDTM-KSMUSDTM,-1.8519309690082832,0.35500088909966043,11
BSVUSDTM-YFIUSDTM,-0.9818715813561215,0.7598186703149745,8
BSVUSDTM-ENJUSDTM,-1.7373519034834486,0.4119776186667352,5
BSVUSDTM-NEARUSDTM,-2.13375630555039,0.23115937976446704,5
BSVUSDTM-MATICUSDTM,-1.2088935603256923,0.6697582734474905,8
BSVUSDTM-IMXUSDTM,-1.3507088933875866,0.605665751294829,12
BSVUSDTM-OMGUSDTM,-1.7961769511980104,0.3823613763601313,4
BSVUSDTM-NFTUSDTM,-1.7516330450980557,0.4047248956517142,3
BSVUSDTM-C98USDTM,-2.756948158901528,0.06469142164064992,3
BSVUSDTM-SHIBUSDTM,-1.738744232386003,0.41126888575205023,5
BSVUSDTM-ALGOUSDTM,-1.5155796548437799,0.525790711786741,8
BSVUSDTM-SOLUSDTM,-1.4102109114311303,0.5773712077410887,10
CRVUSDTM-COMPUSDTM,-0.7111527810110411,0.8438395276931332,12
CRVUSDTM-XTZUSDTM,-2.3324871755008076,0.16170414228698166,7
CRVUSDTM-KNCUSDTM,-1.284276201040721,0.6363349190195622,8
CRVUSDTM-HBARUSDTM,-1.5702310375180388,0.49852793165260534,11
CRVUSDTM-THETAUSDTM,-2.0497865860661,0.26517873035961315,5
